OBJECTID,Island (Code),Date,Observer Initials,Header/Observer Memo,Time (of initial observation),Beach/Location Name (from standardized list),Location Description / Comment,Size,Sex,Beach Position,Body Condition,Seal ID (permanent #),Bleach / Temp #,TAG #,P (Tag Location),Tag Color,% Molt,Disturbance (by observer),Notes,Photos?,created_user,created_date,last_edited_user,last_edited_date,Latitude,Longitude,Mom/Pup Nursing Pair?,GlobalID,x,y
374,15,4/28/2022 17:10,Oth,Other,4/28/2022 17:10,PAPALOA,,P,U,0,M,RQ26,PM1,,,,,0,"SKS, TLGR. Pup swimming lesson with mom",Y,gpuig_santana@nps.gov_nps,4/28/2022 17:11,gpuig_santana@nps.gov_nps,6/7/2022 1:59,,,Y,9204bbda-af26-42ab-a806-861bce99f096,-156.9833839,21.19632424
375,15,5/2/2022 17:12,Oth,Other,5/2/2022 17:12,PAPALOA,,A,F,1,F,RN20,,N21,,R,,0,,Y,gpuig_santana@nps.gov_nps,5/2/2022 17:13,gpuig_santana@nps.gov_nps,5/2/2022 17:13,,,Y,bdd421d8-de70-4dc4-a1ee-b8a5e76d9513,-156.9829296,21.19584418
376,15,5/2/2022 17:14,Oth,Other,5/2/2022 17:14,PAPALOA,,P,U,1,M,,,PM1,,R,,0,,Y,gpuig_santana@nps.gov_nps,5/2/2022 17:15,gpuig_santana@nps.gov_nps,5/2/2022 17:15,,,Y,33695863-71bb-4933-89c4-97596ea617f1,-156.9829402,21.19582241
377,15,5/5/2022 21:05,Oth,Other,5/5/2022 21:05,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",SKS,U,U,1,,RP92,,P92,,R,,,,Y,gpuig_santana@nps.gov_nps,5/5/2022 21:06,gpuig_santana@nps.gov_nps,6/1/2022 4:15,,,,f660576e-064e-474e-96a7-11f103a86c61,-156.9850235,21.19172512
378,15,5/5/2022 21:23,Oth,Other,5/5/2022 21:23,PAPALOA,SKS,A,F,1,F,RN20,,N21,,R,,0,,Y,gpuig_santana@nps.gov_nps,5/5/2022 21:24,gpuig_santana@nps.gov_nps,5/5/2022 21:24,,,Y,c6e0fee2-f6cb-40a8-8b13-bcff49b11083,-156.9829044,21.19606427
379,15,5/5/2022 21:23,Oth,Other,5/5/2022 21:23,PAPALOA,SKS,P,F,1,M,RQ26,PM1,,,,,0,,Y,gpuig_santana@nps.gov_nps,5/5/2022 21:25,gpuig_santana@nps.gov_nps,6/7/2022 1:59,,,Y,36359775-9a95-45e1-b25a-0c4b23e1f62e,-156.9828906,21.19607136
380,15,5/5/2022 21:40,Oth,Other,5/5/2022 21:40,PAPALOA,SKS,A,M,1,M,,,,,R,,,,Y,gpuig_santana@nps.gov_nps,5/5/2022 21:41,gpuig_santana@nps.gov_nps,5/5/2022 21:42,,,,fb4e32b9-c78b-427d-a14f-303230da15b9,-156.9831878,21.1946915
381,15,5/9/2022 19:45,Oth,Other,5/9/2022 19:45,PAPALOA,SKS ,P,,1,M,RQ26,PM1,,,,,,,Y,gpuig_santana@nps.gov_nps,5/9/2022 19:46,gpuig_santana@nps.gov_nps,6/7/2022 1:59,,,Y,793919a9-dd21-4307-9ff6-8fe5a16a8078,-156.9828885,21.19604029
382,15,5/9/2022 19:46,Oth,Other,5/9/2022 19:46,PAPALOA,SKS ,A,F,1,F,RN20,,N21,,R,,0,Teaching pup to swim in shallow shore water then came out and pup nursed.,Y,gpuig_santana@nps.gov_nps,5/9/2022 19:48,gpuig_santana@nps.gov_nps,5/9/2022 19:48,,,Y,f6d82ceb-0e17-4ff2-b16d-250fd2776718,-156.9828889,21.19603425
383,15,5/12/2022 17:13,Oth,Other,5/12/2022 17:13,PAPALOA,SKS,A,F,1,F,RH60,,H61,,R,,0,,Y,gpuig_santana@nps.gov_nps,5/12/2022 17:14,gpuig_santana@nps.gov_nps,6/1/2022 4:15,,,Y,64f7152d-cea4-4201-8453-f0077d45d79f,-156.9828635,21.19548841
384,15,5/12/2022 17:13,Oth,Other,5/12/2022 17:13,PAPALOA,SKS,P,U,1,M,,PM2,,,R,,0,,Y,gpuig_santana@nps.gov_nps,5/12/2022 17:15,gpuig_santana@nps.gov_nps,5/12/2022 17:15,,,Y,12e45257-7ad5-4cab-b52a-b0bc17fa00d8,-156.982883,21.1955015
385,15,5/12/2022 17:16,Oth,Other,5/12/2022 17:16,PAPALOA,SKS ,A,F,1,F,RN20,,N21,,R,,,Tag number not visible. Guessing it's the same pair.,Y,gpuig_santana@nps.gov_nps,5/12/2022 17:16,gpuig_santana@nps.gov_nps,6/1/2022 4:15,,,Y,771b0ee8-3798-44eb-821a-68e3acff88de,-156.9829452,21.19571442
386,15,5/12/2022 17:16,Oth,Other,5/12/2022 17:16,PAPALOA,,P,,1,,RQ26,PM1,,,,,0,,Y,gpuig_santana@nps.gov_nps,5/12/2022 17:17,gpuig_santana@nps.gov_nps,6/7/2022 1:59,,,Y,8d1462ee-ca10-4832-a582-8ba70a077d88,-156.9829477,21.19570479
387,15,5/16/2022 17:07,GPS,Glauco Antonio Puig-Santana,5/16/2022 17:07,PAPALOA,,A,F,1,F,RN20,,,,R,,,,Y,gpuig_santana@nps.gov_nps,5/16/2022 17:07,gpuig_santana@nps.gov_nps,5/16/2022 17:07,,,Y,1a35e9b0-9dd3-4a12-9730-b14d8915c8cf,-156.9829663,21.19560371
388,15,5/16/2022 17:07,GPS,Glauco Antonio Puig-Santana,5/16/2022 17:07,PAPALOA,,P,,1,,RQ26,PM1,,,R,,,,Y,gpuig_santana@nps.gov_nps,5/16/2022 17:08,gpuig_santana@nps.gov_nps,6/7/2022 1:59,,,Y,57e5a28f-7e48-409b-91b8-7e4a20eebc83,-156.9829758,21.19559721
389,15,5/16/2022 17:10,GPS,Glauco Antonio Puig-Santana,5/16/2022 17:10,PAPALOA,unknown male antagonizing mother,A,M,1,,,,,,R,,,,Y,gpuig_santana@nps.gov_nps,5/16/2022 17:12,gpuig_santana@nps.gov_nps,5/16/2022 17:12,,,,399fdae8-8e1c-4b36-9db1-5d7c7f215bef,-156.983032,21.19560848
390,15,5/16/2022 17:13,GPS,Glauco Antonio Puig-Santana,5/16/2022 17:13,PAPALOA,,A,F,1,F,RH60,,,,R,,0,,Y,gpuig_santana@nps.gov_nps,5/16/2022 17:17,gpuig_santana@nps.gov_nps,5/16/2022 17:17,,,Y,db422d72-d756-43b2-81d3-03783ed0324a,-156.9829424,21.19547946
391,15,5/16/2022 17:18,GPS,Glauco Antonio Puig-Santana,5/16/2022 17:20,PAPALOA,,P,U,1,,RQ26,PM1,,,R,,0,,Y,gpuig_santana@nps.gov_nps,5/16/2022 17:21,gpuig_santana@nps.gov_nps,6/7/2022 1:59,,,Y,2fbf4112-98b3-444c-b937-2eb13dfbfa4a,-156.9829327,21.19547041
392,15,5/18/2022 21:54,GPS,Glauco Antonio Puig-Santana,5/18/2022 21:54,PAPALOA,Mid Papaloa,A,F,1,P,RN12,,,,R,,0,Pregnant seal. Tags are two nubs with possible markings on the inside. ,Y,gpuig_santana@nps.gov_nps,5/18/2022 21:55,gpuig_santana@nps.gov_nps,6/1/2022 4:15,,,N,49777d6c-2682-433f-af7c-b9ffab2bd792,-156.9832396,21.19690483
393,15,5/18/2022 21:58,GPS,Glauco Antonio Puig-Santana,5/18/2022 21:58,PAPALOA,Mid Papaloa,A,F,1,M,RN20,,,,,,0,Sleeping along the shoreline. Unknown male without observed tags is nearby and is often displaying aggressive behavior towards RN20.,Y,gpuig_santana@nps.gov_nps,5/18/2022 22:01,gpuig_santana@nps.gov_nps,5/18/2022 22:57,,,Y,3808c2fc-3b44-4080-9e21-4027c06b0de6,-156.9829638,21.19577119
394,15,5/18/2022 21:58,GPS,Glauco Antonio Puig-Santana,5/18/2022 21:58,PAPALOA,Mid Papaloa,P,U,1,M,RQ26,PM1,,,,,0,Sleeping along the shoreline. Unknown male without observed tags is nearby and is often displaying aggressive behavior towards RN20.,Y,gpuig_santana@nps.gov_nps,5/18/2022 22:02,gpuig_santana@nps.gov_nps,6/7/2022 1:59,,,Y,cab71f59-a587-4ec7-b4bb-f063db0df7a3,-156.9829638,21.19577119
395,15,5/18/2022 21:58,GPS,Glauco Antonio Puig-Santana,5/18/2022 21:58,PAPALOA,Mid Papaloa,A,M,1,M,,,,,,,0,Unknown male without observed tags is nearby and is often displaying aggressive behavior towards RN20. ,Y,gpuig_santana@nps.gov_nps,5/18/2022 22:04,gpuig_santana@nps.gov_nps,5/18/2022 22:04,,,Y,bef0a605-f7eb-4720-9c31-ecaa6e393453,-156.9829961,21.19580318
396,15,5/18/2022 22:10,GPS,Glauco Antonio Puig-Santana,5/18/2022 22:10,PAPALOA,South Papaloa,A,F,0,F,RH60,,,,,,1,H60 and PM2 swimming in a shallow pool near the shoreline.,Y,gpuig_santana@nps.gov_nps,5/18/2022 22:12,gpuig_santana@nps.gov_nps,5/18/2022 22:12,,,Y,70750f10-2984-4179-84a1-17305663c1ee,-156.9832719,21.19489619
397,15,5/18/2022 22:10,GPS,Glauco Antonio Puig-Santana,5/18/2022 22:10,PAPALOA,South Papaloa,P,U,0,M,,PM2,,,,,1,H60 and PM2 swimming in a shallow pool near the shoreline.,Y,gpuig_santana@nps.gov_nps,5/18/2022 22:12,gpuig_santana@nps.gov_nps,5/18/2022 22:12,,,Y,d2f3751b-7caa-4a83-b662-ab2d4f8d51b1,-156.9832698,21.19489636
398,15,5/19/2022 19:07,GPS,Glauco Antonio Puig-Santana,5/19/2022 19:07,PAPALOA,North Papaloa ,A,F,0,P,RN12,,,,,,0,Resting along the shoreline in a shallow pool. ,Y,gpuig_santana@nps.gov_nps,5/19/2022 19:10,gpuig_santana@nps.gov_nps,6/1/2022 4:15,,,N,e2a0e71e-1599-4f25-b587-97f10802d744,-156.9815612,21.19894659
399,15,5/19/2022 19:31,GPS,Glauco Antonio Puig-Santana,5/19/2022 19:32,PAPALOA,Mid Papaloa ,A,M,1,M,,,,,,,0,Sleeping on rocks. No tags observed. ,Y,gpuig_santana@nps.gov_nps,5/19/2022 19:33,gpuig_santana@nps.gov_nps,5/19/2022 19:33,,,N,aca1288b-ae36-4c2b-806a-fc6c07b5a34b,-156.9829857,21.19796534
400,15,5/19/2022 19:33,GPS,Glauco Antonio Puig-Santana,5/19/2022 19:33,PAPALOA,Mid Papaloa ,A,F,1,P,RG30,,G31,R,R,,0,Sleeping along shoreline. ,Y,gpuig_santana@nps.gov_nps,5/19/2022 19:35,gpuig_santana@nps.gov_nps,5/19/2022 19:35,,,N,566871b4-7dee-4aa5-8c41-3d5cb1a56d23,-156.982814,21.19759232
401,15,5/19/2022 19:35,GPS,Glauco Antonio Puig-Santana,5/19/2022 19:35,PAPALOA,Mid Papaloa ,A,M,1,M,RH82,,H82,L,R,,0,Sleeping along shoreline. ,Y,gpuig_santana@nps.gov_nps,5/19/2022 19:36,gpuig_santana@nps.gov_nps,5/19/2022 19:36,,,N,0ee0097e-164e-497b-a983-9c5beacf02d8,-156.9828035,21.19759408
402,15,5/19/2022 19:42,GPS,Glauco Antonio Puig-Santana,5/19/2022 19:42,PAPALOA,Mid Papaloa,A,F,1,M,RN20,,,,,,0,Sleeping along shoreline. RN20 and PM1,Y,gpuig_santana@nps.gov_nps,5/19/2022 19:44,gpuig_santana@nps.gov_nps,5/19/2022 19:44,,,Y,96e014be-5653-4f02-8f47-209e13f05410,-156.9829275,21.19625279
403,15,5/19/2022 19:42,GPS,Glauco Antonio Puig-Santana,5/19/2022 19:42,PAPALOA,Mid Papaloa,P,U,1,M,RQ26,PM1,,,,,0,Sleeping along shoreline. RN20 and PM1,Y,gpuig_santana@nps.gov_nps,5/19/2022 19:45,gpuig_santana@nps.gov_nps,6/7/2022 1:59,,,Y,151265bd-7ad6-4009-91b6-4da4fb2db594,-156.9829292,21.19625145
404,15,5/19/2022 19:57,GPS,Glauco Antonio Puig-Santana,5/19/2022 19:57,PAPALOA,South Papaloa ,A,F,0,M,RH60,,,,,,0,Swimming along shoreline. RH60 and PM2. ,Y,gpuig_santana@nps.gov_nps,5/19/2022 19:59,gpuig_santana@nps.gov_nps,5/19/2022 19:59,,,Y,ee124f06-3fd0-461e-90f7-5cf2508101c1,-156.9833329,21.19463503
405,15,5/19/2022 19:57,GPS,Glauco Antonio Puig-Santana,5/19/2022 19:57,PAPALOA,South Papaloa ,P,U,0,M,,PM2,,,,,0,Swimming along shoreline. RH60 and PM2. ,Y,gpuig_santana@nps.gov_nps,5/19/2022 20:00,gpuig_santana@nps.gov_nps,5/19/2022 20:00,,,Y,f3489b23-44a3-4878-af15-6d34f62e2063,-156.9833318,21.19463465
406,15,5/24/2022 2:48,GPS,Glauco Antonio Puig-Santana,5/24/2022 2:48,PAPALOA,South Papaloa ,A,F,1,M,RH60,,,,,,0,Sleeping along shoreline. Took a photo of the central side of PM2. ,Y,gpuig_santana@nps.gov_nps,5/24/2022 2:49,gpuig_santana@nps.gov_nps,5/24/2022 2:49,,,Y,e4d80b32-665b-4794-ac6e-76f6d2662f70,-156.9834289,21.19422919
407,15,5/24/2022 2:48,GPS,Glauco Antonio Puig-Santana,5/24/2022 2:48,PAPALOA,South Papaloa ,P,U,1,M,,PM2,,,,,0,Sleeping along shoreline. Took a photo of the central side of PM2. ,Y,gpuig_santana@nps.gov_nps,5/24/2022 2:50,gpuig_santana@nps.gov_nps,5/24/2022 2:50,,,Y,f1501fd8-ac4e-4b11-aedb-9b9a07380b92,-156.9834313,21.19422438
408,15,5/24/2022 3:01,GPS,Glauco Antonio Puig-Santana,5/24/2022 3:01,PAPALOA,Mid Papaloa ,A,F,1,M,RG30,,,,,,0,Sleeping and interacting along shoreline ,Y,gpuig_santana@nps.gov_nps,5/24/2022 3:02,gpuig_santana@nps.gov_nps,5/24/2022 3:02,,,Y,ef933ba7-8455-42cf-b7c4-485dfdc18483,-156.9829549,21.19654304
409,15,5/24/2022 3:01,GPS,Glauco Antonio Puig-Santana,5/24/2022 3:01,PAPALOA,Mid Papaloa ,P,U,1,M,,PM4,,,,,0,Sleeping and interacting along shoreline ,Y,gpuig_santana@nps.gov_nps,5/24/2022 3:02,gpuig_santana@nps.gov_nps,5/24/2022 3:02,,,Y,7482ae4b-f5c4-4b33-858f-84bacd4311f1,-156.9829522,21.19654436
410,15,5/24/2022 3:03,GPS,Glauco Antonio Puig-Santana,5/24/2022 3:03,PAPALOA,Mid Papaloa ,A,F,1,M,RK62,,,,,,0,RK62 and PM5 sleeping along shorline. First time pup is observed. ,Y,gpuig_santana@nps.gov_nps,5/24/2022 3:04,gpuig_santana@nps.gov_nps,5/24/2022 3:04,,,Y,bb32d287-09bb-40b8-9901-97b24cd64bcf,-156.9829442,21.19664161
411,15,5/24/2022 3:03,GPS,Glauco Antonio Puig-Santana,5/24/2022 3:03,PAPALOA,Mid Papaloa ,P,U,1,M,,PM5,,,,,0,RK62 and PM5 sleeping along shorline. First time pup is observed. ,Y,gpuig_santana@nps.gov_nps,5/24/2022 3:04,gpuig_santana@nps.gov_nps,5/24/2022 3:04,,,Y,1123006c-aa1a-4285-8ddd-a981b9b8f896,-156.9829449,21.1966389
412,15,5/24/2022 3:05,GPS,Glauco Antonio Puig-Santana,5/24/2022 3:05,PAPALOA,Mid Papaloa ,A,F,1,M,RN20,,,,,,0,RN20 and PM1 swimming in shallow water. PM1 looks fully molted  and might wean soon. ,Y,gpuig_santana@nps.gov_nps,5/24/2022 3:07,gpuig_santana@nps.gov_nps,5/24/2022 3:07,,,Y,eb75716d-053d-4128-a3c2-f78f9c7a8e04,-156.9830487,21.19681468
413,15,5/24/2022 3:05,GPS,Glauco Antonio Puig-Santana,5/24/2022 3:05,PAPALOA,Mid Papaloa ,P,F,1,M,RQ26,PM1,,,,,0,RN20 and PM1 swimming in shallow water. PM1 looks fully molted  and might wean soon. ,Y,gpuig_santana@nps.gov_nps,5/24/2022 3:07,gpuig_santana@nps.gov_nps,6/7/2022 1:59,,,Y,1dda01cd-91a1-49d0-b8af-d3690eab8c14,-156.9830463,21.19681576
414,15,5/24/2022 3:13,GPS,Glauco Antonio Puig-Santana,5/24/2022 3:13,PAPALOA,Mid Papaloa ,A,F,1,M,RN12,,,,,,0,"RI25 and PM3 sleeping along shorline, pup is awake and active. ",Y,gpuig_santana@nps.gov_nps,5/24/2022 3:15,gpuig_santana@nps.gov_nps,6/1/2022 4:15,,,Y,d3bc45a9-e89b-4bae-bdd0-38c21752eb87,-156.9817218,21.19871793
415,15,5/24/2022 3:13,GPS,Glauco Antonio Puig-Santana,5/24/2022 3:13,PAPALOA,Mid Papaloa ,P,U,1,M,,PM3,,,,,0,"RI25 and PM3 sleeping along shorline, pup is awake and active. ",Y,gpuig_santana@nps.gov_nps,5/24/2022 3:16,gpuig_santana@nps.gov_nps,5/24/2022 3:16,,,Y,287f6d9b-1538-49c3-8945-3cf2d5c6be46,-156.9817214,21.19871633
416,15,5/28/2022 2:10,GPS,Glauco Antonio Puig-Santana,5/28/2022 2:10,PAPALOA,Mid Papaloa,A,F,1,M,RH60,,,,,,0,Slepping along shoreline. RH60 and PM2,Y,gpuig_santana@nps.gov_nps,5/28/2022 2:11,gpuig_santana@nps.gov_nps,5/28/2022 2:11,,,Y,c25a7bd6-21ba-462f-97c3-bf2b0d9742d0,-156.9830342,21.19530852
417,15,5/28/2022 2:10,GPS,Glauco Antonio Puig-Santana,5/28/2022 2:10,PAPALOA,Mid Papaloa,P,F,1,M,,PM2,,,,,0,Slepping along shoreline. RH60 and PM2,Y,gpuig_santana@nps.gov_nps,5/28/2022 2:12,gpuig_santana@nps.gov_nps,5/28/2022 2:12,,,Y,26411fa4-56d4-4091-8913-80fe7a67b327,-156.9830339,21.19530718
418,15,5/28/2022 2:17,GPS,Glauco Antonio Puig-Santana,5/28/2022 2:17,PAPALOA,mid papaloa,A,F,1,M,RG30,,,,,,0,RG30 and PM4 mother sleeping as pup lactates,Y,gpuig_santana@nps.gov_nps,5/28/2022 2:19,gpuig_santana@nps.gov_nps,5/28/2022 2:19,,,Y,7b00caea-e637-43d8-be9f-16310dcb27d7,-156.9828903,21.19625802
419,15,5/28/2022 2:17,GPS,Glauco Antonio Puig-Santana,5/28/2022 2:17,PAPALOA,mid papaloa,P,U,1,M,,PM4,,,,,0,RG30 and PM4 mother sleeping as pup lactates,Y,gpuig_santana@nps.gov_nps,5/28/2022 2:20,gpuig_santana@nps.gov_nps,5/28/2022 3:41,,,Y,02f12e07-a221-4a88-b2ad-48758a935668,-156.9828854,21.19625327
420,15,5/28/2022 2:21,GPS,Glauco Antonio Puig-Santana,5/28/2022 2:21,PAPALOA,Mid Papaloa,A,F,1,M,RK62,,,,,,0,Sleeping along shoreline. RK62 and PM5,Y,gpuig_santana@nps.gov_nps,5/28/2022 2:22,gpuig_santana@nps.gov_nps,5/28/2022 2:22,,,Y,b1f58485-81b0-4ab4-8275-aca6811774ee,-156.9829304,21.19650788
421,15,5/28/2022 2:21,GPS,Glauco Antonio Puig-Santana,5/28/2022 2:21,PAPALOA,Mid Papaloa,P,U,1,M,,PM5,,,,,0,Sleeping along shoreline. RK62 and PM5,Y,gpuig_santana@nps.gov_nps,5/28/2022 2:23,gpuig_santana@nps.gov_nps,5/28/2022 2:23,,,Y,bafc9c6c-ae30-41c9-a0ca-0a8f970bc9f7,-156.9829299,21.19650631
422,15,5/28/2022 2:29,GPS,Glauco Antonio Puig-Santana,5/28/2022 2:30,PAPALOA,mid papaloa,A,F,1,M,RN20,,,,,,0,RN20 and PM1 sleeping in a rocky shallow pool. pup looks fully molted,Y,gpuig_santana@nps.gov_nps,5/28/2022 2:30,gpuig_santana@nps.gov_nps,5/28/2022 2:34,,,Y,5bb7d833-66f5-4062-9895-2a63f7fb6f2f,-156.9831062,21.19706017
423,15,5/28/2022 2:29,GPS,Glauco Antonio Puig-Santana,5/28/2022 2:30,PAPALOA,mid papaloa,P,F,1,M,RQ26,PM1,,,,,0,RN20 and PM1 sleeping in a rocky shallow pool. pup looks fully molted,Y,gpuig_santana@nps.gov_nps,5/28/2022 2:33,gpuig_santana@nps.gov_nps,6/7/2022 1:59,,,Y,6e53e74c-e6ee-4659-a91e-c5de5a0c7c96,-156.983105,21.19705985
424,15,5/28/2022 2:39,GPS,Glauco Antonio Puig-Santana,5/28/2022 2:40,PAPALOA,mid papaloa,A,F,1,F,RN12,,,,,,0,,Y,gpuig_santana@nps.gov_nps,5/28/2022 2:41,gpuig_santana@nps.gov_nps,6/1/2022 0:08,,,Y,b45715d2-bc34-40d9-b21b-a561cb1c1460,-156.9818149,21.19859187
425,15,5/28/2022 2:39,GPS,Glauco Antonio Puig-Santana,5/28/2022 2:40,PAPALOA,mid papaloa,P,F,1,M,,PM4,,,,,0,,Y,gpuig_santana@nps.gov_nps,5/28/2022 2:42,gpuig_santana@nps.gov_nps,5/28/2022 2:42,,,Y,bbac8447-bef3-47c9-965a-7bc3a8c2f28c,-156.9818122,21.19859278
426,15,5/28/2022 2:42,GPS,Glauco Antonio Puig-Santana,5/28/2022 2:43,PAPALOA,mid papaloa,A,F,1,P,RI25,,,,,,,"has a scar on her left upper eyelid, and also some scars mid lower dorsal. No observed tag ",Y,gpuig_santana@nps.gov_nps,5/28/2022 2:46,gpuig_santana@nps.gov_nps,6/1/2022 4:16,,,N,1c5dc5b8-94ec-48e7-9dbf-d25fa7cd6679,-156.9818447,21.19855537
427,15,5/31/2022 20:18,GPS,Glauco Antonio Puig-Santana,5/31/2022 20:18,PAPALOA,South Papaloa,A,F,1,F,RL04,,L05,R,R,,1,RL04 and PM6. First time pup has been observed. No placenta observed nearby. All appear healthy. ,Y,gpuig_santana@nps.gov_nps,5/31/2022 20:20,gpuig_santana@nps.gov_nps,5/31/2022 20:20,,,Y,f2bba7c0-29f1-4b99-bc17-fe0d02523db6,-156.9834819,21.19368826
428,15,5/31/2022 20:18,GPS,Glauco Antonio Puig-Santana,5/31/2022 20:18,PAPALOA,South Papaloa,P,U,1,M,,PM6,,,,,1,RL04 and PM6. First time pup has been observed. No placenta observed nearby. All appear healthy. ,Y,gpuig_santana@nps.gov_nps,5/31/2022 20:20,gpuig_santana@nps.gov_nps,5/31/2022 20:20,,,Y,80b9a85b-cf44-4ac1-9f59-78b18b1af324,-156.9834819,21.19368826
429,15,5/31/2022 22:36,GPS,Glauco Antonio Puig-Santana,5/31/2022 22:36,PAPALOA,South Papaloa ,A,F,0,M,RH60,,,,,,0,RH60 and PM2 swimming along shoreline. PM2 looks female. ,Y,gpuig_santana@nps.gov_nps,5/31/2022 22:37,gpuig_santana@nps.gov_nps,5/31/2022 22:37,,,Y,67f9e602-c7bc-4f05-b019-2a5f5b081655,-156.9833715,21.19466747
430,15,5/31/2022 22:36,GPS,Glauco Antonio Puig-Santana,5/31/2022 22:36,PAPALOA,South Papaloa ,P,U,0,M,,PM2,,,,,0,RH60 and PM2 swimming along shoreline. PM2 looks female. ,Y,gpuig_santana@nps.gov_nps,5/31/2022 22:38,gpuig_santana@nps.gov_nps,5/31/2022 22:38,,,Y,a3eb7e5e-a841-44ce-9003-143c4de5f59f,-156.9833715,21.19466747
431,15,5/31/2022 22:39,GPS,Glauco Antonio Puig-Santana,5/31/2022 22:39,PAPALOA,South Papaloa ,A,F,0,M,RG30,,G30,L,R,,0,RG30 and PM4 resting along shorline. Proceeded to swim in the water. ,N,gpuig_santana@nps.gov_nps,5/31/2022 22:40,gpuig_santana@nps.gov_nps,5/31/2022 22:40,,,Y,8f57b48b-597d-4f8f-8e41-430d0a10c9cb,-156.9832794,21.19479024
432,15,5/31/2022 22:39,GPS,Glauco Antonio Puig-Santana,5/31/2022 22:39,PAPALOA,South Papaloa ,P,U,0,M,,PM4,,,,,0,RG30 and PM4 resting along shorline. Proceeded to swim in the water. ,N,gpuig_santana@nps.gov_nps,5/31/2022 22:41,gpuig_santana@nps.gov_nps,5/31/2022 22:41,,,Y,3028be5f-31e6-485f-82f1-6f988cfcf652,-156.9832794,21.19479024
433,15,5/31/2022 22:47,GPS,Glauco Antonio Puig-Santana,5/31/2022 22:47,PAPALOA,Mid Papaloa ,A,F,0,M,RK62,,,,,,0,RK62 and PM5 sleeping in a rocky outcrop. Lower lip scar observed in RK62. ,Y,gpuig_santana@nps.gov_nps,5/31/2022 22:49,gpuig_santana@nps.gov_nps,5/31/2022 22:49,,,Y,ca5fac73-a9af-4ac9-b59a-98e4b1c346da,-156.9829323,21.19661942
434,15,5/31/2022 22:47,GPS,Glauco Antonio Puig-Santana,5/31/2022 22:47,PAPALOA,Mid Papaloa ,P,U,0,M,,PM5,,,,,0,RK62 and PM5 sleeping in a rocky outcrop. Lower lip scar observed in RK62. ,Y,gpuig_santana@nps.gov_nps,5/31/2022 22:49,gpuig_santana@nps.gov_nps,5/31/2022 22:49,,,Y,096f4220-4ac6-4d1c-9a4c-c95a026b5713,-156.9829323,21.19661942
435,15,5/31/2022 22:47,GPS,Glauco Antonio Puig-Santana,5/31/2022 22:47,PAPALOA,Mid Papaloa ,W ,F,0,M,RQ26,PM1,,,,,0,PM1 first time observed weaned. Two small spot possible natural bleach. ,Y,gpuig_santana@nps.gov_nps,5/31/2022 23:07,gpuig_santana@nps.gov_nps,6/7/2022 1:58,,,N,9c139d78-9ee7-43df-9def-e64af23cfa90,-156.9829263,21.19659868
436,15,5/31/2022 23:11,GPS,Glauco Antonio Puig-Santana,5/31/2022 23:11,PAPALOA,North Papaloa ,A,F,1,M,RN12,,N13,R,R,,0,RN12 and PM3 pup nuzzling mother as she sleeps. incorrectly Id`ed as RI25 before. ,Y,gpuig_santana@nps.gov_nps,5/31/2022 23:14,gpuig_santana@nps.gov_nps,5/31/2022 23:14,,,Y,057c4bcc-1255-4b2b-bf22-471c010ae44e,-156.9816302,21.19886646
437,15,5/31/2022 23:11,GPS,Glauco Antonio Puig-Santana,5/31/2022 23:11,PAPALOA,North Papaloa ,P,U,1,M,,PM3,,,R,,0,RN12 and PM3 pup nuzzling mother as she sleeps. incorrectly Id`ed as RI25 before. ,Y,gpuig_santana@nps.gov_nps,5/31/2022 23:15,gpuig_santana@nps.gov_nps,5/31/2022 23:15,,,Y,edd844fb-9113-415e-ad5c-bb9dc6619f0a,-156.9816295,21.19886871
438,15,5/31/2022 23:15,GPS,Glauco Antonio Puig-Santana,5/31/2022 23:15,PAPALOA,North Papaloa ,A,F,1,M,RI25,,I,R,R,,,"RI25 and PM7. First time pup observed, first time mother is ID`ed barely any tag present on right ventral flipper. ",Y,gpuig_santana@nps.gov_nps,5/31/2022 23:17,gpuig_santana@nps.gov_nps,5/31/2022 23:17,,,Y,881e080c-23a1-4340-97cf-f7a6baf6f743,-156.9818141,21.19865951
439,15,5/31/2022 23:15,GPS,Glauco Antonio Puig-Santana,5/31/2022 23:15,PAPALOA,North Papaloa ,P,U,1,M,,PM7,,,,,,"RI25 and PM7. First time pup observed, first time mother is ID`ed barely any tag present on right ventral flipper. ",Y,gpuig_santana@nps.gov_nps,5/31/2022 23:18,gpuig_santana@nps.gov_nps,5/31/2022 23:18,,,Y,8c47384f-ad8b-4603-8379-c727049576fc,-156.9818141,21.19865951
440,15,5/31/2022 23:18,GPS,Glauco Antonio Puig-Santana,5/31/2022 23:19,PAPALOA,North Papaloa ,A,M,0,M,RF42,,F43,R,R,,0,Swimming shoreline. ,Y,gpuig_santana@nps.gov_nps,5/31/2022 23:21,gpuig_santana@nps.gov_nps,5/31/2022 23:21,,,N,0a35b2cf-57fd-4eff-95cf-a0caaedfa66e,-156.9817791,21.19892651
